"","Species_Jetz","Species_eBird","Species_BirdLife","Family_eBird","CommonName_eBird","aveUAI","SciName_MUTI","MUTIscore","SciName_UN","Urban"
"3978","Chondestes grammacus","Chondestes grammacus","Chondestes grammacus","Passerellidae (New World Sparrows)","Lark Sparrow",1.30251740264706,"Chondestes grammacus",-1.133579651,NA,NA
"3979","Calamospiza melanocorys","Calamospiza melanocorys","Calamospiza melanocorys","Passerellidae (New World Sparrows)","Lark Bunting",0.763255055,"Calamospiza melanocorys",-1.741787387,NA,NA
"3980","Arremon torquatus","Arremon atricapillus","Arremon atricapillus","Passerellidae (New World Sparrows)","Black-headed Brushfinch",0.297675429,NA,NA,NA,NA
"3981","Arremon torquatus","Arremon assimilis","Arremon assimilis","Passerellidae (New World Sparrows)","Gray-browed Brushfinch",1.337090406,NA,NA,NA,NA
"3982","Arremon aurantiirostris","Arremon aurantiirostris","Arremon aurantiirostris","Passerellidae (New World Sparrows)","Orange-billed Sparrow",0.420910131333333,NA,NA,NA,NA
"3983","Arremon abeillei","Arremon abeillei","Arremon abeillei","Passerellidae (New World Sparrows)","Black-capped Sparrow",1.661259645,NA,NA,NA,NA
"3984","Arremon taciturnus","Arremon taciturnus","Arremon taciturnus","Passerellidae (New World Sparrows)","Pectoral Sparrow",0.374636465,NA,NA,NA,NA
"3985","Arremon semitorquatus","Arremon semitorquatus","Arremon semitorquatus","Passerellidae (New World Sparrows)","Half-collared Sparrow",0.820921638,NA,NA,NA,NA
"3986","Arremon flavirostris","Arremon flavirostris","Arremon flavirostris","Passerellidae (New World Sparrows)","Saffron-billed Sparrow",1.1663905075,NA,NA,NA,NA
"3987","Arremon virenticeps","Arremon virenticeps","Arremon virenticeps","Passerellidae (New World Sparrows)","Green-striped Brushfinch",0.932271497,NA,NA,NA,NA
"3988","Arremon brunneinucha","Arremon brunneinucha","Arremon brunneinucha","Passerellidae (New World Sparrows)","Chestnut-capped Brushfinch",0.224790928666667,NA,NA,NA,NA
"3989","Spizella arborea","Spizelloides arborea","Passerella arborea","Passerellidae (New World Sparrows)","American Tree Sparrow",1.63190795993333,NA,NA,"Spizella arborea","N"
"3990","Passerella iliaca","Passerella iliaca","Passerella iliaca","Passerellidae (New World Sparrows)","Fox Sparrow",1.82681741785714,"Passerella iliaca",-1.624543656,NA,NA
"3991","Junco hyemalis","Junco hyemalis","Junco hyemalis","Passerellidae (New World Sparrows)","Dark-eyed Junco",1.99605284528,"Junco hyemalis",-1.043726422,NA,NA
"3992","Junco phaeonotus","Junco phaeonotus","Junco phaeonotus","Passerellidae (New World Sparrows)","Yellow-eyed Junco",0.699775062,NA,NA,NA,NA
"3993","Zonotrichia capensis","Zonotrichia capensis","Zonotrichia capensis","Passerellidae (New World Sparrows)","Rufous-collared Sparrow",1.8287673307,NA,NA,NA,NA
"3994","Zonotrichia leucophrys","Zonotrichia leucophrys","Zonotrichia leucophrys","Passerellidae (New World Sparrows)","White-crowned Sparrow",1.86625679811538,"Zonotrichia leucophrys",-0.501286641,"Zonotrichia leucophrys","U"
"3995","Zonotrichia atricapilla","Zonotrichia atricapilla","Zonotrichia atricapilla","Passerellidae (New World Sparrows)","Golden-crowned Sparrow",1.7782758248,NA,NA,"Zonotrichia atricapilla","N"
"3996","Zonotrichia querula","Zonotrichia querula","Zonotrichia querula","Passerellidae (New World Sparrows)","Harris's Sparrow",2.200617246625,NA,NA,"Zonotrichia querula","N"
"3997","Zonotrichia albicollis","Zonotrichia albicollis","Zonotrichia albicollis","Passerellidae (New World Sparrows)","White-throated Sparrow",2.04843166833333,"Zonotrichia albicollis",-1.137874404,"Zonotrichia albicollis","N"
"3998","Amphispiza belli","Artemisiospiza nevadensis","Artemisiospiza nevadensis","Passerellidae (New World Sparrows)","Sagebrush Sparrow",0.476019891666667,"Artemisiospiza nevadensis",-1.841816289,NA,NA
"3999","Amphispiza belli","Artemisiospiza belli","Artemisiospiza belli","Passerellidae (New World Sparrows)","Bell's Sparrow",0.81558435,"Artemisiospiza belli",-1.607882405,NA,NA
"4000","Oriturus superciliosus","Oriturus superciliosus","Oriturus superciliosus","Passerellidae (New World Sparrows)","Striped Sparrow",0.935679435,NA,NA,NA,NA
"4001","Pooecetes gramineus","Pooecetes gramineus","Pooecetes gramineus","Passerellidae (New World Sparrows)","Vesper Sparrow",1.1210594706087,"Pooecetes gramineus",-1.175525451,NA,NA
"4002","Ammodramus leconteii","Ammospiza leconteii","Ammospiza leconteii","Passerellidae (New World Sparrows)","LeConte's Sparrow",1.3164055612,"Ammospiza leconteii",-0.484447642,NA,NA
"4003","Ammodramus maritimus","Ammospiza maritima","Ammospiza maritima","Passerellidae (New World Sparrows)","Seaside Sparrow",1.20744499875,"Ammospiza maritima",-1.372249983,NA,NA
"4004","Ammodramus nelsoni","Ammospiza nelsoni","Ammospiza nelsoni","Passerellidae (New World Sparrows)","Nelson's Sparrow",0.8226311218,"Ammospiza nelsoni",-1.349277151,NA,NA
"4005","Ammodramus caudacutus","Ammospiza caudacuta","Ammospiza caudacuta","Passerellidae (New World Sparrows)","Saltmarsh Sparrow",1.7428344335,"Ammospiza caudacuta",-0.194703114,NA,NA
"4006","Passerculus sandwichensis","Passerculus sandwichensis","Passerculus sandwichensis","Passerellidae (New World Sparrows)","Savannah Sparrow",1.31499083858621,"Passerculus sandwichensis",-0.152309638,NA,NA
"4007","Ammodramus bairdii","Centronyx bairdii","Passerculus bairdii","Passerellidae (New World Sparrows)","Baird's Sparrow",NA,"Centronyx bairdii",-2.01445229,NA,NA
"4008","Ammodramus henslowii","Centronyx henslowii","Passerculus henslowii","Passerellidae (New World Sparrows)","Henslow's Sparrow",0.541365812,"Centronyx henslowii",-0.589335598,NA,NA
"4009","Xenospiza baileyi","Xenospiza baileyi","Xenospiza baileyi","Passerellidae (New World Sparrows)","Sierra Madre Sparrow",0.407981259,NA,NA,NA,NA
"4010","Melospiza melodia","Melospiza melodia","Melospiza melodia","Passerellidae (New World Sparrows)","Song Sparrow",1.79925141522222,"Melospiza melodia",1.793165185,"Melospiza melodia","U"
"4011","Melospiza lincolnii","Melospiza lincolnii","Melospiza lincolnii","Passerellidae (New World Sparrows)","Lincoln's Sparrow",1.79069678881481,"Melospiza lincolnii",-1.26274193,"Melospiza lincolnii","N"
"4012","Melospiza georgiana","Melospiza georgiana","Melospiza georgiana","Passerellidae (New World Sparrows)","Swamp Sparrow",1.65435016294444,"Melospiza georgiana",0.741691746,"Melospiza georgiana","N"
"4013","Melozone kieneri","Melozone kieneri","Melozone kieneri","Passerellidae (New World Sparrows)","Rusty-crowned Ground-Sparrow",1.114742488,NA,NA,NA,NA
"4014","Pipilo fuscus","Melozone fusca","Melozone fusca","Passerellidae (New World Sparrows)","Canyon Towhee",1.13049259,"Melozone fusca",-1.115059886,NA,NA
"4015","Pipilo aberti","Melozone aberti","Melozone aberti","Passerellidae (New World Sparrows)","Abert's Towhee",2.280824524,"Melozone aberti",2.997918889,"Pipilo aberti","N"
"4016","Pipilo crissalis","Melozone crissalis","Melozone crissalis","Passerellidae (New World Sparrows)","California Towhee",2.1959546825,"Melozone crissalis",2.348205989,"Pipilo crissalis","U"
"4017","Melozone leucotis","Melozone leucotis","Melozone leucotis","Passerellidae (New World Sparrows)","White-eared Ground-Sparrow",1.334832849,NA,NA,NA,NA
"4018","Melozone biarcuata","Melozone biarcuata","Melozone biarcuata","Passerellidae (New World Sparrows)","White-faced Ground-Sparrow",1.053806528,NA,NA,NA,NA
"4019","Aimophila rufescens","Aimophila rufescens","Aimophila rufescens","Passerellidae (New World Sparrows)","Rusty Sparrow",0.615562439,NA,NA,NA,NA
"4020","Aimophila ruficeps","Aimophila ruficeps","Aimophila ruficeps","Passerellidae (New World Sparrows)","Rufous-crowned Sparrow",0.837088809285714,"Aimophila ruficeps",-0.501036084,NA,NA
"4021","Pipilo chlorurus","Pipilo chlorurus","Pipilo chlorurus","Passerellidae (New World Sparrows)","Green-tailed Towhee",0.978055774333333,"Pipilo chlorurus",-1.224778168,"Pipilo chlorurus","N"
"4022","Pipilo maculatus","Pipilo maculatus","Pipilo maculatus","Passerellidae (New World Sparrows)","Spotted Towhee",1.207476238,"Pipilo maculatus",1.274768805,NA,NA
"4023","Pipilo erythrophthalmus","Pipilo erythrophthalmus","Pipilo erythrophthalmus","Passerellidae (New World Sparrows)","Eastern Towhee",1.49805252033333,"Pipilo erythrophthalmus",0.694921803,"Pipilo erythrophthalmus","N"
"4024","Atlapetes pileatus","Atlapetes pileatus","Atlapetes pileatus","Passerellidae (New World Sparrows)","Rufous-capped Brushfinch",1.157752531,NA,NA,NA,NA
"4025","Atlapetes albinucha","Atlapetes albinucha","Atlapetes albinucha","Passerellidae (New World Sparrows)","White-naped Brushfinch",0.654636588,NA,NA,NA,NA
"4026","Atlapetes albofrenatus","Atlapetes albofrenatus","Atlapetes albofrenatus","Passerellidae (New World Sparrows)","Moustached Brushfinch",0.119638453,NA,NA,NA,NA
"4027","Atlapetes semirufus","Atlapetes semirufus","Atlapetes semirufus","Passerellidae (New World Sparrows)","Ochre-breasted Brushfinch",0.6457088925,NA,NA,NA,NA
"4028","Atlapetes schistaceus","Atlapetes schistaceus","Atlapetes schistaceus","Passerellidae (New World Sparrows)","Slaty Brushfinch",0.354806062,NA,NA,NA,NA
"4029","Atlapetes pallidinucha","Atlapetes pallidinucha","Atlapetes pallidinucha","Passerellidae (New World Sparrows)","Pale-naped Brushfinch",0.886900834,NA,NA,NA,NA
"4030","Atlapetes nationi","Atlapetes nationi","Atlapetes nationi","Passerellidae (New World Sparrows)","Rusty-bellied Brushfinch",0.291740222,NA,NA,NA,NA
"4031","Atlapetes canigenis","Atlapetes canigenis","Atlapetes canigenis","Passerellidae (New World Sparrows)","Cuzco Brushfinch",0.020972834,NA,NA,NA,NA
"4032","Atlapetes melanolaemus","Atlapetes melanolaemus","Atlapetes melanolaemus","Passerellidae (New World Sparrows)","Black-faced Brushfinch",0.006086004,NA,NA,NA,NA
"4033","Phaenicophilus palmarum","Phaenicophilus palmarum","Phaenicophilus palmarum","Phaenicophilidae (Hispaniolan Tanagers)","Black-crowned Palm-Tanager",2.758946986,NA,NA,NA,NA
"4034","Spindalis zena","Spindalis zena","Spindalis zena","Spindalidae (Spindalises)","Western Spindalis",1.284991024,NA,NA,NA,NA
"4035","Spindalis nigricephala","Spindalis nigricephala","Spindalis nigricephala","Spindalidae (Spindalises)","Jamaican Spindalis",0.428851885,NA,NA,NA,NA
"4036","Teretistris fernandinae","Teretistris fernandinae","Teretistris fernandinae","Teretistridae (Cuban Warblers)","Yellow-headed Warbler",0.826383484,NA,NA,NA,NA
"4037","Icteria virens","Icteria virens","Icteria virens","Icteriidae (Yellow-breasted Chat)","Yellow-breasted Chat",1.43077017610526,"Icteria virens",-0.212798287,NA,NA
"4038","Xanthocephalus xanthocephalus","Xanthocephalus xanthocephalus","Xanthocephalus xanthocephalus","Icteridae (Troupials and Allies)","Yellow-headed Blackbird",1.263487356125,"Xanthocephalus xanthocephalus",-0.860505941,NA,NA
"4039","Dolichonyx oryzivorus","Dolichonyx oryzivorus","Dolichonyx oryzivorus","Icteridae (Troupials and Allies)","Bobolink",0.966830711785714,"Dolichonyx oryzivorus",-0.580737592,NA,NA
"4040","Sturnella neglecta","Sturnella neglecta","Sturnella neglecta","Icteridae (Troupials and Allies)","Western Meadowlark",0.900972331705882,"Sturnella neglecta",-1.217036473,"Sturnella neglecta","N"
"4041","Sturnella magna","Sturnella magna","Sturnella magna","Icteridae (Troupials and Allies)","Eastern Meadowlark",1.06227067886957,"Sturnella magna",-0.413429246,"Sturnella magna","U"
"4042","Sturnella militaris","Leistes militaris","Leistes militaris","Icteridae (Troupials and Allies)","Red-breasted Meadowlark",1.539660435,NA,NA,NA,NA
"4043","Sturnella superciliaris","Leistes superciliaris","Leistes superciliaris","Icteridae (Troupials and Allies)","White-browed Meadowlark",1.7874855192,NA,NA,NA,NA
"4044","Sturnella bellicosa","Leistes bellicosus","Leistes bellicosus","Icteridae (Troupials and Allies)","Peruvian Meadowlark",1.009856517,NA,NA,NA,NA
"4045","Sturnella loyca","Leistes loyca","Leistes loyca","Icteridae (Troupials and Allies)","Long-tailed Meadowlark",1.03938897866667,NA,NA,NA,NA
"4046","Amblycercus holosericeus","Amblycercus holosericeus","Amblycercus holosericeus","Icteridae (Troupials and Allies)","Yellow-billed Cacique",0.70508652,NA,NA,NA,NA
"4047","Cacicus melanicterus","Cassiculus melanicterus","Cassiculus melanicterus","Icteridae (Troupials and Allies)","Yellow-winged Cacique",1.1569453865,NA,NA,NA,NA
"4048","Psarocolius angustifrons","Psarocolius angustifrons","Psarocolius angustifrons","Icteridae (Troupials and Allies)","Russet-backed Oropendola",0.40754942225,NA,NA,NA,NA
"4049","Psarocolius atrovirens","Psarocolius atrovirens","Psarocolius atrovirens","Icteridae (Troupials and Allies)","Dusky-green Oropendola",0.5741877995,NA,NA,NA,NA
"4050","Psarocolius decumanus","Psarocolius decumanus","Psarocolius decumanus","Icteridae (Troupials and Allies)","Crested Oropendola",1.48642583971429,NA,NA,NA,NA
"4051","Psarocolius wagleri","Psarocolius wagleri","Psarocolius wagleri","Icteridae (Troupials and Allies)","Chestnut-headed Oropendola",0.671947552,NA,NA,NA,NA
"4052","Psarocolius montezuma","Psarocolius montezuma","Psarocolius montezuma","Icteridae (Troupials and Allies)","Montezuma Oropendola",0.588302813,NA,NA,NA,NA
"4053","Psarocolius bifasciatus","Psarocolius bifasciatus","Psarocolius bifasciatus","Icteridae (Troupials and Allies)","Olive Oropendola",1.003672255,NA,NA,NA,NA
"4054","Cacicus solitarius","Cacicus solitarius","Cacicus solitarius","Icteridae (Troupials and Allies)","Solitary Black Cacique",1.55929198066667,NA,NA,NA,NA
"4055","Cacicus chrysopterus","Cacicus chrysopterus","Cacicus chrysopterus","Icteridae (Troupials and Allies)","Golden-winged Cacique",0.826890662,NA,NA,NA,NA
"4056","Cacicus uropygialis","Cacicus uropygialis","Cacicus uropygialis","Icteridae (Troupials and Allies)","Scarlet-rumped Cacique",0.294040567,NA,NA,NA,NA
"4057","Cacicus cela","Cacicus cela","Cacicus cela","Icteridae (Troupials and Allies)","Yellow-rumped Cacique",1.01847751088889,NA,NA,NA,NA
"4058","Cacicus chrysonotus","Cacicus chrysonotus","Cacicus chrysonotus","Icteridae (Troupials and Allies)","Mountain Cacique",0.129956716,NA,NA,NA,NA
"4059","Cacicus haemorrhous","Cacicus haemorrhous","Cacicus haemorrhous","Icteridae (Troupials and Allies)","Red-rumped Cacique",1.60147634266667,NA,NA,NA,NA
"4060","Icterus dominicensis","Icterus melanopsis","Icterus melanopsis","Icteridae (Troupials and Allies)","Cuban Oriole",1.210945817,NA,NA,NA,NA
"4061","Icterus dominicensis","Icterus northropi","Icterus northropi","Icteridae (Troupials and Allies)","Bahama Oriole",0.608211421,NA,NA,NA,NA
"4062","Icterus wagleri","Icterus wagleri","Icterus wagleri","Icteridae (Troupials and Allies)","Black-vented Oriole",1.12768093,NA,NA,NA,NA
"4063","Icterus maculialatus","Icterus maculialatus","Icterus maculialatus","Icteridae (Troupials and Allies)","Bar-winged Oriole",0.690252473,NA,NA,NA,NA
"4064","Icterus prosthemelas","Icterus prosthemelas","Icterus prosthemelas","Icteridae (Troupials and Allies)","Black-cowled Oriole",0.312897814,NA,NA,NA,NA
"4065","Icterus spurius","Icterus spurius","Icterus spurius","Icteridae (Troupials and Allies)","Orchard Oriole",1.7477775312,"Icterus spurius",0.718299712,"Icterus spurius","U"
"4066","Icterus cucullatus","Icterus cucullatus","Icterus cucullatus","Icteridae (Troupials and Allies)","Hooded Oriole",2.041330898125,"Icterus cucullatus",2.931049207,"Icterus cucullatus","U"
"4067","Icterus chrysater","Icterus chrysater","Icterus chrysater","Icteridae (Troupials and Allies)","Yellow-backed Oriole",1.1111447444,NA,NA,NA,NA
"4068","Icterus auricapillus","Icterus auricapillus","Icterus auricapillus","Icteridae (Troupials and Allies)","Orange-crowned Oriole",0.766361191,NA,NA,NA,NA
"4069","Icterus graceannae","Icterus graceannae","Icterus graceannae","Icteridae (Troupials and Allies)","White-edged Oriole",0.899081602,NA,NA,NA,NA
"4070","Icterus mesomelas","Icterus mesomelas","Icterus mesomelas","Icteridae (Troupials and Allies)","Yellow-tailed Oriole",1.03485600966667,NA,NA,NA,NA
"4071","Icterus cayanensis","Icterus cayanensis","Icterus cayanensis","Icteridae (Troupials and Allies)","Epaulet Oriole",2.448178468,NA,NA,NA,NA
"4072","Icterus cayanensis","Icterus pyrrhopterus","Icterus pyrrhopterus","Icteridae (Troupials and Allies)","Variable Oriole",2.43359019588889,NA,NA,NA,NA
"4073","Icterus icterus","Icterus icterus","Icterus icterus","Icteridae (Troupials and Allies)","Venezuelan Troupial",3.304810827,NA,NA,NA,NA
"4074","Icterus jamacaii","Icterus jamacaii","Icterus jamacaii","Icteridae (Troupials and Allies)","Campo Troupial",1.763624214,NA,NA,NA,NA
"4075","Icterus croconotus","Icterus croconotus","Icterus croconotus","Icteridae (Troupials and Allies)","Orange-backed Troupial",0.745852612,NA,NA,NA,NA
"4076","Icterus pustulatus","Icterus pustulatus","Icterus pustulatus","Icteridae (Troupials and Allies)","Streak-backed Oriole",1.1525886945,NA,NA,NA,NA
"4077","Icterus bullockii","Icterus bullockii","Icterus bullockiorum","Icteridae (Troupials and Allies)","Bullock's Oriole",1.448646976,"Icterus bullockii",1.133057825,"Icterus bullockii","N"
"4078","Icterus auratus","Icterus auratus","Icterus auratus","Icteridae (Troupials and Allies)","Orange Oriole",1.505825324,NA,NA,NA,NA
"4079","Icterus leucopteryx","Icterus leucopteryx","Icterus leucopteryx","Icteridae (Troupials and Allies)","Jamaican Oriole",0.578176962,NA,NA,NA,NA
"4080","Icterus nigrogularis","Icterus nigrogularis","Icterus nigrogularis","Icteridae (Troupials and Allies)","Yellow Oriole",2.296014587,NA,NA,NA,NA
"4081","Icterus pectoralis","Icterus pectoralis","Icterus pectoralis","Icteridae (Troupials and Allies)","Spot-breasted Oriole",1.3360608485,NA,NA,NA,NA
"4082","Icterus gularis","Icterus gularis","Icterus gularis","Icteridae (Troupials and Allies)","Altamira Oriole",1.3403809574,NA,NA,NA,NA
"4083","Icterus graduacauda","Icterus graduacauda","Icterus graduacauda","Icteridae (Troupials and Allies)","Audubon's Oriole",1.118188014,"Icterus graduacauda",-0.982441357,NA,NA
"4084","Icterus galbula","Icterus galbula","Icterus galbula","Icteridae (Troupials and Allies)","Baltimore Oriole",1.94140496390909,"Icterus galbula",1.615605201,"Icterus galbula","U"
"4085","Icterus abeillei","Icterus abeillei","Icterus abeillei","Icteridae (Troupials and Allies)","Black-backed Oriole",3.392438216,NA,NA,NA,NA
"4086","Icterus parisorum","Icterus parisorum","Icterus parisorum","Icteridae (Troupials and Allies)","Scott's Oriole",1.07406591625,"Icterus parisorum",-1.778245165,"Icterus parisorum","N"
"4087","Nesopsar nigerrimus","Nesopsar nigerrimus","Nesopsar nigerrimus","Icteridae (Troupials and Allies)","Jamaican Blackbird",0.144089688,NA,NA,NA,NA
